postal_code,district,district_grp,state,zone,metro,tier,city
282009,agra,agra,uttar pradesh,north,yes,tier2,agra
282010,agra,agra,uttar pradesh,north,yes,tier2,agra
283101,agra,agra,uttar pradesh,north,yes,tier2,agra
283102,agra,agra,uttar pradesh,north,yes,tier2,agra
283103,firozabad,firozabad,uttar pradesh,north,no,tier3,firozabad
283104,agra,agra,uttar pradesh,north,yes,tier2,bah
283105,agra,agra,uttar pradesh,north,yes,tier2,agra
283110,agra,agra,uttar pradesh,north,yes,tier2,fatehpur sikri
283111,agra,agra,uttar pradesh,north,yes,tier2,fatehabad
283112,agra,agra,uttar pradesh,north,yes,tier2,agra
283113,agra,agra,uttar pradesh,north,yes,tier2,agra
283114,agra,agra,uttar pradesh,north,yes,tier2,bah
283115,agra,agra,uttar pradesh,north,yes,tier2,agra
283119,agra,agra,uttar pradesh,north,yes,tier2,agra
283121,agra,agra,uttar pradesh,north,yes,tier2,agra
283122,agra,agra,uttar pradesh,north,yes,tier2,agra
283123,agra,agra,uttar pradesh,north,yes,tier2,pinahat
283124,agra,agra,uttar pradesh,north,yes,tier2,agra
283125,agra,agra,uttar pradesh,north,yes,tier2,agra
283126,agra,agra,uttar pradesh,north,yes,tier2,agra
283130,firozabad,firozabad,uttar pradesh,north,no,tier3,firozabad
283135,firozabad,firozabad,uttar pradesh,north,no,tier3,firozabad
283136,firozabad,firozabad,uttar pradesh,north,no,tier3,jasrana
283141,firozabad,firozabad,uttar pradesh,north,no,tier3,firozabad
283142,firozabad,firozabad,uttar pradesh,north,no,tier3,firozabad
283145,firozabad,firozabad,uttar pradesh,north,no,tier3,firozabad
283151,firozabad,firozabad,uttar pradesh,north,no,tier3,firozabad
283152,firozabad,firozabad,uttar pradesh,north,no,tier3,jasrana
283201,agra,agra,uttar pradesh,north,yes,tier2,agra
283202,agra,agra,uttar pradesh,north,yes,tier2,agra
283203,firozabad,firozabad,uttar pradesh,north,no,tier3,firozabad
283204,firozabad,firozabad,uttar pradesh,north,no,tier3,tundla
283205,firozabad,firozabad,uttar pradesh,north,no,tier3,firozabad
283206,firozabad,firozabad,uttar pradesh,north,no,tier3,firozabad
283207,firozabad,firozabad,uttar pradesh,north,no,tier3,firozabad
284001,jhansi,jhansi,uttar pradesh,north,no,tier3,jhansi
284002,jhansi,jhansi,uttar pradesh,north,no,tier3,jhansi
284003,jhansi,jhansi,uttar pradesh,north,no,tier3,jhansi
284120,jhansi,jhansi,uttar pradesh,north,no,tier3,jhansi
284121,jhansi,jhansi,uttar pradesh,north,no,tier3,jhansi
284122,lalitpur,lalitpur,uttar pradesh,north,no,tier3,bansi
284123,lalitpur,lalitpur,uttar pradesh,north,no,tier3,lalitpur
284124,lalitpur,lalitpur,uttar pradesh,north,no,tier3,lalitpur
284125,lalitpur,lalitpur,uttar pradesh,north,no,tier3,lalitpur
284126,lalitpur,lalitpur,uttar pradesh,north,no,tier3,talbehat
284127,jhansi,jhansi,uttar pradesh,north,no,tier3,jhansi
284128,jhansi,jhansi,uttar pradesh,north,no,tier3,jhansi
284135,jhansi,jhansi,uttar pradesh,north,no,tier3,jhansi
284136,lalitpur,lalitpur,uttar pradesh,north,no,tier3,lalitpur
284201,jhansi,jhansi,uttar pradesh,north,no,tier3,jhansi
284202,jhansi,jhansi,uttar pradesh,north,no,tier3,gursarai
284203,jhansi,jhansi,uttar pradesh,north,no,tier3,garautha
284204,jhansi,jhansi,uttar pradesh,north,no,tier3,jhansi
284205,jhansi,jhansi,uttar pradesh,north,no,tier3,ranipur
284206,jhansi,jhansi,uttar pradesh,north,no,tier3,jhansi
284301,jhansi,jhansi,uttar pradesh,north,no,tier3,jhansi
284302,jhansi,jhansi,uttar pradesh,north,no,tier3,erich
284303,jhansi,jhansi,uttar pradesh,north,no,tier3,moth
284304,jhansi,jhansi,uttar pradesh,north,no,tier3,samthar
284305,jhansi,jhansi,uttar pradesh,north,no,tier3,jhansi
284306,jhansi,jhansi,uttar pradesh,north,no,tier3,moth
284401,jhansi,jhansi,uttar pradesh,north,no,tier3,jhansi
284402,lalitpur,lalitpur,uttar pradesh,north,no,tier3,lalitpur
284403,lalitpur,lalitpur,uttar pradesh,north,no,tier3,lalitpur
284404,lalitpur,lalitpur,uttar pradesh,north,no,tier3,lalitpur
284405,lalitpur,lalitpur,uttar pradesh,north,no,tier3,lalitpur
284406,lalitpur,lalitpur,uttar pradesh,north,no,tier3,lalitpur
284419,jhansi,jhansi,uttar pradesh,north,no,tier3,jhansi
284501,lalitpur,lalitpur,uttar pradesh,north,no,tier3,lalitpur
285001,jalaun,jalaun,uttar pradesh,north,no,tier3,orai
285121,jalaun,jalaun,uttar pradesh,north,no,tier3,jalaun
285122,jalaun,jalaun,uttar pradesh,north,no,tier3,jalaun
285123,jalaun,jalaun,uttar pradesh,north,no,tier3,jalaun
285124,jalaun,jalaun,uttar pradesh,north,no,tier3,jalaun
285125,jalaun,jalaun,uttar pradesh,north,no,tier3,jalaun
285126,shrawasti,shrawasti,uttar pradesh,north,no,tier3,madhogarh
285127,jalaun,jalaun,uttar pradesh,north,no,tier3,rampura
285128,jalaun,jalaun,uttar pradesh,north,no,tier3,jalaun
285129,jalaun,jalaun,uttar pradesh,north,no,tier3,umri
285130,jalaun,jalaun,uttar pradesh,north,no,tier3,madhogarh
285201,jalaun,jalaun,uttar pradesh,north,no,tier3,jalaun
285202,jalaun,jalaun,uttar pradesh,north,no,tier3,jalaun
285203,jalaun,jalaun,uttar pradesh,north,no,tier3,kalpi
285204,jalaun,jalaun,uttar pradesh,north,no,tier3,kalpi
285205,jalaun,jalaun,uttar pradesh,north,no,tier3,jalaun
285206,jalaun,jalaun,uttar pradesh,north,no,tier3,nadigaon
285223,jalaun,jalaun,uttar pradesh,north,no,tier3,jalaun
301001,alwar,alwar,rajasthan,north,no,tier3,alwar
301002,alwar,alwar,rajasthan,north,no,tier3,alwar
301018,alwar,alwar,rajasthan,north,no,tier3,tijara
301019,alwar,alwar,rajasthan,north,no,tier3,bhiwadi
301020,alwar,alwar,rajasthan,north,no,tier3,alwar
301021,alwar,alwar,rajasthan,north,no,tier3,alwar
301022,alwar,alwar,rajasthan,north,no,tier3,alwar
301023,alwar,alwar,rajasthan,north,no,tier3,alwar
301024,alwar,alwar,rajasthan,north,no,tier3,alwar
301025,alwar,alwar,rajasthan,north,no,tier3,ramgarh
301026,alwar,alwar,rajasthan,north,no,tier3,ramgarh
301027,alwar,alwar,rajasthan,north,no,tier3,alwar
301028,alwar,alwar,rajasthan,north,no,tier3,alwar
301030,alwar,alwar,rajasthan,north,no,tier3,alwar
301035,alwar,alwar,rajasthan,north,no,tier3,rajgarh
301401,alwar,alwar,rajasthan,north,no,tier3,alwar
301402,alwar,alwar,rajasthan,north,no,tier3,alwar
301403,alwar,alwar,rajasthan,north,no,tier3,mandawar
301404,alwar,alwar,rajasthan,north,no,tier3,mandawar
301405,alwar,alwar,rajasthan,north,no,tier3,kishangarh
301406,alwar,alwar,rajasthan,north,no,tier3,alwar
301407,alwar,alwar,rajasthan,north,no,tier3,mandawar
301408,alwar,alwar,rajasthan,north,no,tier3,rajgarh
301409,alwar,alwar,rajasthan,north,no,tier3,rajgarh
301410,alwar,alwar,rajasthan,north,no,tier3,alwar
301411,alwar,alwar,rajasthan,north,no,tier3,tijara
301412,alwar,alwar,rajasthan,north,no,tier3,mandawar
301413,alwar,alwar,rajasthan,north,no,tier3,rajgarh
301414,alwar,alwar,rajasthan,north,no,tier3,rajgarh
301415,alwar,alwar,rajasthan,north,no,tier3,rajgarh
301416,alwar,alwar,rajasthan,north,no,tier3,alwar
301427,alwar,alwar,rajasthan,north,no,tier3,mandawar
301604,alwar,alwar,rajasthan,north,no,tier3,alwar
301701,alwar,alwar,rajasthan,north,no,tier3,behror
301702,alwar,alwar,rajasthan,north,no,tier3,alwar
301703,alwar,alwar,rajasthan,north,no,tier3,alwar
301704,alwar,alwar,rajasthan,north,no,tier3,alwar
301705,alwar,alwar,rajasthan,north,no,tier3,neemrana
301706,alwar,alwar,rajasthan,north,no,tier3,alwar
301707,alwar,alwar,rajasthan,north,no,tier3,bhiwadi
301708,alwar,alwar,rajasthan,north,no,tier3,alwar
301709,alwar,alwar,rajasthan,north,no,tier3,alwar
301712,alwar,alwar,rajasthan,north,no,tier3,alwar
301713,alwar,alwar,rajasthan,north,no,tier3,alwar
301714,alwar,alwar,rajasthan,north,no,tier3,alwar
302001,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
302002,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
302003,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
302004,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
302005,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
302006,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
302007,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
302011,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
302012,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
302013,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
302015,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
302016,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
302017,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
302018,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
302019,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
302020,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
302021,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
302022,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
302023,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
302024,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
302025,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
302026,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
302027,jaipur,jaipur,rajasthan,north,yes,tier2,amer
302028,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
302029,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
302031,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
302032,jaipur,jaipur,rajasthan,north,yes,tier2,amer
302033,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
302034,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
302036,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
302037,jaipur,jaipur,rajasthan,north,yes,tier2,sanganer
302038,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
302039,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
302040,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
302041,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
302042,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
302043,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
303001,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
303002,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
303003,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
303004,dausa,dausa,rajasthan,north,no,tier3,dausa
303005,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
303006,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
303007,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
303008,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
303009,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
303012,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
303102,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
303103,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
303104,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
303105,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
303106,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
303107,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
303108,jaipur,jaipur,rajasthan,north,yes,tier2,kotputli
303109,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
303110,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
303119,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
303120,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
303121,jaipur,jaipur,rajasthan,north,yes,tier2,amer
303122,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
303123,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
303301,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
303302,jaipur,jaipur,rajasthan,north,yes,tier2,dausa
303303,dausa,dausa,rajasthan,north,no,tier3,dausa
303304,dausa,dausa,rajasthan,north,no,tier3,dausa
303305,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
303313,dausa,dausa,rajasthan,north,no,tier3,dausa
303315,dausa,dausa,rajasthan,north,no,tier3,dausa
303323,dausa,dausa,rajasthan,north,no,tier3,dausa
303325,dausa,dausa,rajasthan,north,no,tier3,dausa
303326,dausa,dausa,rajasthan,north,no,tier3,dausa
303327,dausa,dausa,rajasthan,north,no,tier3,dausa
303328,jaipur,jaipur,rajasthan,north,yes,tier2,jobner
303329,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
303338,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
303348,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
303501,dausa,dausa,rajasthan,north,no,tier3,dausa
303502,dausa,dausa,rajasthan,north,no,tier3,dausa
303503,dausa,dausa,rajasthan,north,no,tier3,lalsot
303504,dausa,dausa,rajasthan,north,no,tier3,dausa
303505,dausa,dausa,rajasthan,north,no,tier3,dausa
303506,dausa,dausa,rajasthan,north,no,tier3,dausa
303507,dausa,dausa,rajasthan,north,no,tier3,dausa
303508,dausa,dausa,rajasthan,north,no,tier3,dausa
303509,dausa,dausa,rajasthan,north,no,tier3,dausa
303510,dausa,dausa,rajasthan,north,no,tier3,dausa
303511,dausa,dausa,rajasthan,north,no,tier3,dausa
303601,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
303602,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
303603,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
303604,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
303701,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
303702,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
303704,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
303706,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
303712,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
303801,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
303803,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
303804,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
303805,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
303806,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
303807,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
303901,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
303902,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
303903,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
303904,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
303905,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
303906,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
303908,jaipur,jaipur,rajasthan,north,yes,tier2,jaipur
304001,tonk,tonk,rajasthan,north,no,tier3,tonk
304021,tonk,tonk,rajasthan,north,no,tier3,tonk
304022,tonk,tonk,rajasthan,north,no,tier3,tonk
304023,tonk,tonk,rajasthan,north,no,tier3,tonk
304024,tonk,tonk,rajasthan,north,no,tier3,uniara
304025,tonk,tonk,rajasthan,north,no,tier3,tonk
304026,tonk,tonk,rajasthan,north,no,tier3,tonk
304501,tonk,tonk,rajasthan,north,no,tier3,tonk
304502,tonk,tonk,rajasthan,north,no,tier3,tonk
304503,tonk,tonk,rajasthan,north,no,tier3,tonk
304504,tonk,tonk,rajasthan,north,no,tier3,tonk
304505,tonk,tonk,rajasthan,north,no,tier3,tonk
304507,tonk,tonk,rajasthan,north,no,tier3,tonk
304801,tonk,tonk,rajasthan,north,no,tier3,tonk
304802,tonk,tonk,rajasthan,north,no,tier3,tonk
304803,tonk,tonk,rajasthan,north,no,tier3,tonk
304804,tonk,tonk,rajasthan,north,no,tier3,tonk
305001,ajmer,ajmer,rajasthan,north,no,tier3,ajmer
305002,ajmer,ajmer,rajasthan,north,no,tier3,ajmer
305003,ajmer,ajmer,rajasthan,north,no,tier3,ajmer
305004,ajmer,ajmer,rajasthan,north,no,tier3,ajmer
305005,ajmer,ajmer,rajasthan,north,no,tier3,ajmer
305006,ajmer,ajmer,rajasthan,north,no,tier3,ajmer
305007,ajmer,ajmer,rajasthan,north,no,tier3,ajmer
305008,ajmer,ajmer,rajasthan,north,no,tier3,ajmer
305009,ajmer,ajmer,rajasthan,north,no,tier3,ajmer
305012,ajmer,ajmer,rajasthan,north,no,tier3,ajmer
305021,ajmer,ajmer,rajasthan,north,no,tier3,ajmer
305022,ajmer,ajmer,rajasthan,north,no,tier3,pushkar
305023,ajmer,ajmer,rajasthan,north,no,tier3,ajmer
305024,ajmer,ajmer,rajasthan,north,no,tier3,ajmer
305025,ajmer,ajmer,rajasthan,north,no,tier3,ajmer
305026,nagaur,nagaur,rajasthan,north,no,tier3,nagaur
305201,ajmer,ajmer,rajasthan,north,no,tier3,ajmer
305202,rajsamand,rajsamand,rajasthan,north,no,tier3,ajmer
305203,ajmer,ajmer,rajasthan,north,no,tier3,ajmer
305204,ajmer,ajmer,rajasthan,north,no,tier3,ajmer
305205,ajmer,ajmer,rajasthan,north,no,tier3,ajmer
305206,ajmer,ajmer,rajasthan,north,no,tier3,ajmer
305207,ajmer,ajmer,rajasthan,north,no,tier3,ajmer
305401,ajmer,ajmer,rajasthan,north,no,tier3,ajmer
305402,ajmer,ajmer,rajasthan,north,no,tier3,ajmer
305403,ajmer,ajmer,rajasthan,north,no,tier3,sarwar
305404,ajmer,ajmer,rajasthan,north,no,tier3,kekri
305405,ajmer,ajmer,rajasthan,north,no,tier3,ajmer
305406,ajmer,ajmer,rajasthan,north,no,tier3,ajmer
305407,ajmer,ajmer,rajasthan,north,no,tier3,ajmer
305408,ajmer,ajmer,rajasthan,north,no,tier3,ajmer
305412,ajmer,ajmer,rajasthan,north,no,tier3,ajmer
305415,ajmer,ajmer,rajasthan,north,no,tier3,ajmer
305601,ajmer,ajmer,rajasthan,north,no,tier3,nasirabad
305621,ajmer,ajmer,rajasthan,north,no,tier3,ajmer
305622,ajmer,ajmer,rajasthan,north,no,tier3,ajmer
305623,ajmer,ajmer,rajasthan,north,no,tier3,ajmer
305624,ajmer,ajmer,rajasthan,north,no,tier3,ajmer
305625,ajmer,ajmer,rajasthan,north,no,tier3,ajmer
305627,ajmer,ajmer,rajasthan,north,no,tier3,ajmer
305628,ajmer,ajmer,rajasthan,north,no,tier3,ajmer
305629,ajmer,ajmer,rajasthan,north,no,tier3,ajmer
305630,ajmer,ajmer,rajasthan,north,no,tier3,ajmer
305631,ajmer,ajmer,rajasthan,north,no,tier3,ajmer
305801,ajmer,ajmer,rajasthan,north,no,tier3,kishangarh
305802,ajmer,ajmer,rajasthan,north,no,tier3,kishangarh
305811,ajmer,ajmer,rajasthan,north,no,tier3,ajmer
305812,ajmer,ajmer,rajasthan,north,no,tier3,ajmer
305813,ajmer,ajmer,rajasthan,north,no,tier3,ajmer
305814,ajmer,ajmer,rajasthan,north,no,tier3,ajmer
305815,ajmer,ajmer,rajasthan,north,no,tier3,ajmer
305816,ajmer,ajmer,rajasthan,north,no,tier3,ajmer
305817,ajmer,ajmer,rajasthan,north,no,tier3,kishangarh
305819,ajmer,ajmer,rajasthan,north,no,tier3,ajmer
305901,ajmer,ajmer,rajasthan,north,no,tier3,beawar
305921,rajsamand,rajsamand,rajasthan,north,no,tier3,rajsamand
305922,ajmer,ajmer,rajasthan,north,no,tier3,ajmer
305923,ajmer,ajmer,rajasthan,north,no,tier3,ajmer
305924,ajmer,ajmer,rajasthan,north,no,tier3,ajmer
305925,ajmer,ajmer,rajasthan,north,no,tier3,bewar
305926,ajmer,ajmer,rajasthan,north,no,tier3,ajmer
305927,ajmer,ajmer,rajasthan,north,no,tier3,ajmer
306001,pali,pali,rajasthan,north,no,tier3,pali
306021,pali,pali,rajasthan,north,no,tier3,pali
306022,pali,pali,rajasthan,north,no,tier3,pali
306023,pali,pali,rajasthan,north,no,tier3,pali
306101,pali,pali,rajasthan,north,no,tier3,pali
306102,pali,pali,rajasthan,north,no,tier3,pali
306103,pali,pali,rajasthan,north,no,tier3,pali
306104,pali,pali,rajasthan,north,no,tier3,sojat city
306105,pali,pali,rajasthan,north,no,tier3,rajsamand
306114,pali,pali,rajasthan,north,no,tier3,pali
306115,pali,pali,rajasthan,north,no,tier3,pali
306116,pali,pali,rajasthan,north,no,tier3,falna
306119,pali,pali,rajasthan,north,no,tier3,pali
306126,pali,pali,rajasthan,north,no,tier3,pali
306301,pali,pali,rajasthan,north,no,tier3,pali
306302,pali,pali,rajasthan,north,no,tier3,pali
306303,pali,pali,rajasthan,north,no,tier3,pali
306304,pali,pali,rajasthan,north,no,tier3,pali
306305,pali,pali,rajasthan,north,no,tier3,pali
306306,pali,pali,rajasthan,north,no,tier3,pali
306307,pali,pali,rajasthan,north,no,tier3,pali
306308,pali,pali,rajasthan,north,no,tier3,pali
306401,pali,pali,rajasthan,north,no,tier3,pali
306421,pali,pali,rajasthan,north,no,tier3,pali
306422,pali,pali,rajasthan,north,no,tier3,pali
306501,pali,pali,rajasthan,north,no,tier3,pali
306502,pali,pali,rajasthan,north,no,tier3,pali
306503,pali,pali,rajasthan,north,no,tier3,pali
306504,pali,pali,rajasthan,north,no,tier3,pali
306601,pali,pali,rajasthan,north,no,tier3,pali
306602,pali,pali,rajasthan,north,no,tier3,sumerpur
306603,pali,pali,rajasthan,north,no,tier3,pali
306701,pali,pali,rajasthan,north,no,tier3,pali
306702,pali,pali,rajasthan,north,no,tier3,sadri
306703,pali,pali,rajasthan,north,no,tier3,pali
306704,pali,pali,rajasthan,north,no,tier3,pali
306705,pali,pali,rajasthan,north,no,tier3,pali
306706,pali,pali,rajasthan,north,no,tier3,pali
306707,pali,pali,rajasthan,north,no,tier3,pali
306708,pali,pali,rajasthan,north,no,tier3,sumerpur
306709,pali,pali,rajasthan,north,no,tier3,pali
306901,pali,pali,rajasthan,north,no,tier3,sumerpur
306902,pali,pali,rajasthan,north,no,tier3,sumerpur
306912,pali,pali,rajasthan,north,no,tier3,sumerpur
307001,sirohi,sirohi,rajasthan,north,no,tier3,sirohi
307019,sirohi,sirohi,rajasthan,north,no,tier3,pindwara
307022,sirohi,sirohi,rajasthan,north,no,tier3,pindwara
307023,sirohi,sirohi,rajasthan,north,no,tier3,pindwara
307024,sirohi,sirohi,rajasthan,north,no,tier3,rajsamand
307025,udaipur,udaipur,rajasthan,north,no,tier3,udaipur
307026,sirohi,sirohi,rajasthan,north,no,tier3,abu road
307027,sirohi,sirohi,rajasthan,north,no,tier3,sirohi
307028,sirohi,sirohi,rajasthan,north,no,tier3,sirohi
307029,jalor,jalor,rajasthan,north,no,tier3,jalore
307030,jalor,jalor,rajasthan,north,no,tier3,jalore
307031,sirohi,sirohi,rajasthan,north,no,tier3,pindwara
307032,sirohi,sirohi,rajasthan,north,no,tier3,jalore
307043,sirohi,sirohi,rajasthan,north,no,tier3,sirohi
307501,sirohi,sirohi,rajasthan,north,no,tier3,mount abu
307510,sirohi,sirohi,rajasthan,north,no,tier3,abu road
307511,sirohi,sirohi,rajasthan,north,no,tier3,sirohi
307512,sirohi,sirohi,rajasthan,north,no,tier3,sirohi
307513,sirohi,sirohi,rajasthan,north,no,tier3,sirohi
307514,sirohi,sirohi,rajasthan,north,no,tier3,sirohi
307515,jalor,jalor,rajasthan,north,no,tier3,sirohi
307801,sirohi,sirohi,rajasthan,north,no,tier3,sirohi
307802,sirohi,sirohi,rajasthan,north,no,tier3,sirohi
307803,jalor,jalor,rajasthan,north,no,tier3,jalore
311001,bhilwara,bhilwara,rajasthan,north,no,tier3,bhilwara
311011,bhilwara,bhilwara,rajasthan,north,no,tier3,bhilwara
311021,bhilwara,bhilwara,rajasthan,north,no,tier3,gulabpura
311022,bhilwara,bhilwara,rajasthan,north,no,tier3,bhilwara
311023,bhilwara,bhilwara,rajasthan,north,no,tier3,bhilwara
311024,bhilwara,bhilwara,rajasthan,north,no,tier3,bhilwara
311025,bhilwara,bhilwara,rajasthan,north,no,tier3,bhilwara
311026,bhilwara,bhilwara,rajasthan,north,no,tier3,bhilwara
311030,bhilwara,bhilwara,rajasthan,north,no,tier3,bhilwara
311201,bhilwara,bhilwara,rajasthan,north,no,tier3,bhilwara
311202,bhilwara,bhilwara,rajasthan,north,no,tier3,bhilwara
311203,bhilwara,bhilwara,rajasthan,north,no,tier3,bhilwara
311204,bhilwara,bhilwara,rajasthan,north,no,tier3,bhilwara
311301,bhilwara,bhilwara,rajasthan,north,no,tier3,bhilwara
311302,bhilwara,bhilwara,rajasthan,north,no,tier3,bhilwara
311401,bhilwara,bhilwara,rajasthan,north,no,tier3,bhilwara
311402,bhilwara,bhilwara,rajasthan,north,no,tier3,bhilwara
311403,bhilwara,bhilwara,rajasthan,north,no,tier3,bhilwara
311404,bhilwara,bhilwara,rajasthan,north,no,tier3,shahpura
311407,bhilwara,bhilwara,rajasthan,north,no,tier3,bhilwara
311408,bhilwara,bhilwara,rajasthan,north,no,tier3,bhilwara
311601,bhilwara,bhilwara,rajasthan,north,no,tier3,bhilwara
311602,bhilwara,bhilwara,rajasthan,north,no,tier3,bhilwara
311603,bhilwara,bhilwara,rajasthan,north,no,tier3,bhilwara
311604,bhilwara,bhilwara,rajasthan,north,no,tier3,mandalgarh
311605,bhilwara,bhilwara,rajasthan,north,no,tier3,bhilwara
311606,bhilwara,bhilwara,rajasthan,north,no,tier3,bhilwara
311801,bhilwara,bhilwara,rajasthan,north,no,tier3,bhilwara
311802,bhilwara,bhilwara,rajasthan,north,no,tier3,bhilwara
311803,bhilwara,bhilwara,rajasthan,north,no,tier3,bhilwara
311804,bhilwara,bhilwara,rajasthan,north,no,tier3,bhilwara
311805,bhilwara,bhilwara,rajasthan,north,no,tier3,bhilwara
311806,bhilwara,bhilwara,rajasthan,north,no,tier3,bhilwara
312001,chittorgarh,chittorgarh,rajasthan,north,no,tier3,chittorgarh
312021,chittorgarh,chittorgarh,rajasthan,north,no,tier3,chittorgarh
312022,chittorgarh,chittorgarh,rajasthan,north,no,tier3,chittorgarh
312023,chittorgarh,chittorgarh,rajasthan,north,no,tier3,begun
312024,chittorgarh,chittorgarh,rajasthan,north,no,tier3,chittorgarh
312025,chittorgarh,chittorgarh,rajasthan,north,no,tier3,chittorgarh
312027,chittorgarh,chittorgarh,rajasthan,north,no,tier3,chittorgarh
312201,chittorgarh,chittorgarh,rajasthan,north,no,tier3,chittorgarh
312202,chittorgarh,chittorgarh,rajasthan,north,no,tier3,kapasan
312203,chittorgarh,chittorgarh,rajasthan,north,no,tier3,rajsamand
312204,chittorgarh,chittorgarh,rajasthan,north,no,tier3,chittorgarh
312205,chittorgarh,chittorgarh,rajasthan,north,no,tier3,chittorgarh
312206,chittorgarh,chittorgarh,rajasthan,north,no,tier3,chittorgarh
312207,chittorgarh,chittorgarh,rajasthan,north,no,tier3,chittorgarh
312401,chittorgarh,chittorgarh,rajasthan,north,no,tier3,chittorgarh
312402,chittorgarh,chittorgarh,rajasthan,north,no,tier3,chittorgarh
312403,chittorgarh,chittorgarh,rajasthan,north,no,tier3,bari sadri
312404,chittorgarh,chittorgarh,rajasthan,north,no,tier3,chittorgarh
